channel,degree_centrality,betweenness_centrality,pagerank
DavidBisbalVEVO,0.10038610038610038,6.829420824075157e-05,0.0007658825789323191
The Rageaholic,0.08365508365508366,0.0023016689479188265,0.0007657369277077687
RealLifeLore,0.0045045045045045045,7.237966510342556e-05,0.0007648186364842312
Good Morning Britain,0.08108108108108107,0.015451199426128737,0.0007629660480084085
Lauv,0.0888030888030888,3.52293943600843e-05,0.0007623691104238444
Call of Duty,0.013513513513513513,2.7787470835488497e-05,0.0007620850606471704
YouTube Spotlight,0.08236808236808237,0.0014770088802544704,0.0007616320679864902
K-MUSIC,0.10296010296010295,0.00280908526588104,0.0007614949556167456
Tide,0.05534105534105534,5.369411357820887e-07,0.0007611290272628906
Apple,0.0019305019305019305,0.0,0.0007609634351780487
LIL UZI VERT,0.03088803088803089,0.00010513163971185634,0.0007606711487722143
Shinedown,0.09073359073359073,0.00012492765587981136,0.0007603346308170649
The Verge,0.011583011583011582,2.577317451754026e-06,0.000758693244931491
Jacob Sartorius,0.09009009009009009,0.0012984347028061301,0.0007575197948108372
RickRossVEVO,0.08751608751608751,0.00032412127995031344,0.000756993250150156
BABYMETAL,0.09266409266409266,0.0002455047616161735,0.0007564486954539078
austinmcconnell,0.005791505791505791,6.142606593347095e-05,0.0007537206507374837
SelenaGomezVEVO,0.13449163449163448,0.0009230180689287575,0.0007528632305385585
Legendary,0.023809523809523808,0.0006517512685873856,0.0007527323581907691
Bleecker Street,0.023809523809523808,9.152940095597769e-05,0.0007522831942472616
elrubiusOMG,0.010296010296010296,0.00023641991228057376,0.0007522388267734991
johnlegendVEVO,0.09395109395109395,5.910053086586838e-05,0.0007510830112741463
Martin Garrix,0.11518661518661519,0.0016814266263000045,0.0007481003507626148
BeachHouseVideoZone,0.0888030888030888,8.192178043637842e-05,0.0007467144535817031
Alex Becker's Channel,0.021879021879021878,0.011881467519376606,0.0007462357888849878
TheNeighbourhoodVEVO,0.09073359073359073,0.00021914396486904188,0.0007436595484294203
The Real Daytime,0.07786357786357787,0.0017439445267770331,0.0007436394546723849
Lil Skies,0.08815958815958816,5.5696308945619084e-05,0.0007428945336922437
DJKhaledVEVO,0.09009009009009009,0.0005548650706919567,0.0007427588958467591
MAMAMOO,0.09009009009009009,0.0005548650706919567,0.0007427588958467591
MTV,0.06306306306306306,0.011582799592166359,0.0007421442008900983
A Chick Called Albert,0.008365508365508366,4.510305540569546e-06,0.000737534715272993
BlocBoy JB,0.08365508365508366,3.4288134738875243e-06,0.0007360056863150862
TrippieReddVEVO,0.0888030888030888,0.0006528673485745648,0.0007352021327141501
The Grand Tour,0.07335907335907335,0.00014131633441387666,0.0007348181294255892
TV Guide,0.05791505791505791,5.2997624219222965e-06,0.0007320372755063269
shinnox,0.010939510939510939,0.0027655262739831052,0.0007291129631566913
YourMovieSucksDOTorg,0.07528957528957529,0.001499017755086677,0.0007288096104380311
Nicole Arbour,0.04568854568854569,6.386239893276141e-05,0.0007261560757725973
CinemaSins,0.021879021879021878,0.005862481303169363,0.0007249738848017675
ChloexHalleVEVO,0.08944658944658944,0.0001752430801759922,0.0007244573891076484
VirusTornado,0.0019305019305019305,0.0,0.0007243846780033992
The Four,0.08429858429858429,0.0006361971261088597,0.0007238489357703381
YandelVEVO,0.08365508365508366,3.4288134738875243e-06,0.0007226883720753857
CatPusic,0.008365508365508366,0.0,0.0007212212487530196
Porter Robinson,0.11003861003861004,0.0011155538390875003,0.0007184500496554048
Teaser PRO,0.04826254826254826,9.482545544355974e-05,0.0007175717081829993
Clairo,0.0978120978120978,0.0005283914637644139,0.0007167054280172188
Twitch Moments,0.011583011583011582,0.000986208884670523,0.0007160135506396801
FleurDeVlog,0.02767052767052767,3.31154406781559e-05,0.0007154384828837099
ManicStPreachersVEVO,0.14414414414414414,0.0038189108753695633,0.0007146016042004524
moviebob,0.07207207207207207,0.0017082272300422276,0.0007143072033405566
HOLLAND,0.02638352638352638,1.0373702743309955e-05,0.0007141154738944144
E;R,0.056628056628056624,4.693731088295138e-05,0.0007104994286531869
Polygon,0.010296010296010296,0.0,0.0007093076168902575
MGMTVEVO,0.08429858429858429,6.845077806266585e-05,0.0007092784264967822
MTV News,0.0694980694980695,0.0025675945722629665,0.0007067247606904634
TheAngryGrandpaShow,0.028957528957528955,0.0006243600865665992,0.0007066266697580679
Doritos®,0.05791505791505791,0.0005514217595942805,0.0007045815443763662
Cow Chop,0.014157014157014156,0.003358613984860514,0.0007040997960764216
ScreenJunkies News,0.08301158301158301,0.0004856416180108095,0.000704093150102907
Desimpedidos,0.01287001287001287,0.0,0.0007036507389376604
franzferdinandVEVO,0.14350064350064348,0.0021292318309134883,0.0007024194442728769
The Weeknd,0.09266409266409266,0.0002614943638707906,0.0007021143315924201
CHRIS-RS,0.0019305019305019305,0.0,0.000701000361430066
Glam&Gore,0.07722007722007722,0.0003532753452324679,0.000700540224445846
Ultra Music,0.12548262548262548,0.0063655819545336365,0.0006998542638507342
Daily Caller,0.028314028314028312,0.00016563503729294393,0.0006996778954224493
PENTAGON 펜타곤 (Official YouTube Channel),0.10553410553410553,0.00016148764833208532,0.0006959041242084485
Rudimental,0.09202059202059201,0.00013989585928525657,0.0006950126597179645
Nintendo Wire,0.011583011583011582,4.617693767725963e-06,0.000694196968593777
JadenSmithVEVO,0.10553410553410553,0.00042359391990145204,0.0006937971539932108
vlogbrothers,0.03925353925353925,0.0037944346221496675,0.0006931303942585292
The Infographics Show,0.003861003861003861,5.8419195573091255e-05,0.0006927352196684388
BostonDynamics,0.011583011583011582,0.004960210910276422,0.0006884766991542627
Shoshana Bean,0.11647361647361647,0.0002747085810576556,0.0006868770017769534
hbomberguy,0.0032175032175032173,1.288658725877013e-06,0.0006863530824861726
Genius,0.0933075933075933,0.002091788384642896,0.0006857370446601341
How To Cook That,0.03153153153153153,0.011482928415683828,0.0006848336847878625
E! Live from the Red Carpet,0.07786357786357787,0.003020366158126487,0.0006843958648491377
Justice,0.08236808236808237,4.655828937838883e-05,0.0006816941390003815
jeffreestar,0.01866151866151866,0.00033974256344836715,0.000681468558092544
budleewiser,0.019305019305019305,6.71618059622843e-05,0.0006803648143260623
Lisa Eldridge,0.02252252252252252,0.0006015667218017954,0.0006762901365700564
Zero Media,0.014157014157014156,1.288658725877013e-06,0.0006734336262378623
LouisaJohnsonVEVO,0.10296010296010295,0.001007860935854097,0.0006730469688541197
TED-Ed,0.0045045045045045045,1.288658725877013e-06,0.0006725276340415249
Hardwell,0.052123552123552123,7.117819933732574e-05,0.0006724676621749938
BackstreetBoysVEVO,0.08172458172458172,0.00021604130869647104,0.0006691267182752515
Game&Anime,0.01866151866151866,6.812241028274512e-05,0.0006682748381430482
Marques Brownlee,0.012226512226512226,4.97667726993456e-05,0.0006665047512569821
WOWPresents,0.07207207207207207,0.0026039944756957216,0.0006660227976660803
RocketJump,0.002574002574002574,0.0,0.000664428324430783
Peter Parker Tube,0.02445302445302445,5.836556842361378e-05,0.0006637488360475236
영국남자 Korean Englishman,0.013513513513513513,0.0,0.0006635198166836836
Rob Ronnenberg,0.019948519948519948,0.0009144202093867181,0.000663157820080506
amazon,0.05341055341055341,0.0006314241698435929,0.0006623643270863229
Global News,0.002574002574002574,0.001882730398506316,0.0006612628789534206
Blonded,0.01673101673101673,1.673629249289262e-05,0.0006610650375837113
Mark Ferris,0.013513513513513513,0.0,0.000660311356176212
Wolfe Video,0.014157014157014156,1.39314148906262e-05,0.0006602690244755452
Nerdwriter1,0.064993564993565,8.321641579227816e-05,0.0006599380647810885
HouzzTV,0.02059202059202059,0.00046661802497777004,0.0006574727955071799
Marcus Butler,0.01673101673101673,2.2198805621511464e-05,0.0006571593661110631
TORYmax,0.013513513513513513,0.0,0.0006568724757530224
The Shadowscale,0.015444015444015444,6.226126249794968e-05,0.0006549214877899386
gattu,0.010296010296010296,0.0,0.0006543616833774522
Roy Moore for Senate,0.027027027027027025,0.00015834823346766048,0.0006538182750839309
AsapSCIENCE,0.003861003861003861,0.0038094177625979135,0.000653662737359583
Simon and Martina,0.002574002574002574,0.0038234504396770976,0.0006504715004925049
Wendover Productions,0.002574002574002574,0.0,0.0006501295485816737
The School of Life,0.002574002574002574,0.0,0.0006501295485816737
Dancing With The Stars,0.04568854568854569,0.0,0.0006500442189206849
grobbo64,0.0006435006435006435,0.0,0.0006485569291970108
BlackEyedPeasVEVO,0.0785070785070785,0.0004868376956198549,0.0006483182208072695
Variety,0.07593307593307592,0.0745955588602313,0.0006481600110745385
JheneAikoVEVO,0.09137709137709138,2.328809281300668e-05,0.000647775326312841
RomeoSantosVEVO,0.08751608751608751,0.0006212534267590878,0.0006472094856638111
SEVENTEEN Japan official Youtube,0.008365508365508366,0.0,0.0006470941200443478
Joe Rogan Fan Page,0.008365508365508366,0.0,0.0006470941200443478
Bobby Burns,0.05405405405405405,3.910635206520176e-05,0.0006458050419910623
boogie2988,0.05405405405405405,3.910635206520176e-05,0.0006458050419910623
Disney XD,0.05534105534105534,0.0020319083065506193,0.0006445961765936768
Azayn,0.009652509652509652,0.0003554304042838198,0.0006443140808272619
Harry Main,0.06241956241956242,0.0001365564263936696,0.0006442118238948764
Car Throttle,0.0006435006435006435,0.0,0.0006430868167202572
HvdH-Plane-Spotter,0.0006435006435006435,0.0,0.0006430868167202572
Jandora Media,0.09009009009009009,0.0006714671180635398,0.0006427242774917081
LastWeekTonight,0.02059202059202059,0.0017173130141425591,0.0006425855353093048
FunForLouis,0.02638352638352638,0.00024326360783702712,0.0006414760964774199
GunsNRosesVEVO,0.08236808236808237,0.0007436197785157172,0.0006413806946280982
Vlogs By DK4L,0.02767052767052767,4.7923973663835574e-05,0.0006410277263867311
Jessica Kellgren-Fozard,0.02767052767052767,4.7923973663835574e-05,0.0006410277263867311
Madelaine Petsch,0.02767052767052767,4.7923973663835574e-05,0.0006410277263867311
KaliUchisVEVO,0.08558558558558559,3.085863593846245e-05,0.0006400953481848638
The New York Times,0.0148005148005148,0.0010825281942117414,0.0006400586006292727
Stone Music Entertainment,0.09974259974259973,0.000330669489552045,0.0006397883376674981
Nike,0.011583011583011582,5.369411357820888e-06,0.0006373305600960734
Trixie Mattel,0.0933075933075933,7.599428435574684e-05,0.0006369246861282469
SciShow,0.0032175032175032173,7.560131191811809e-06,0.0006365200108828156
It's Okay To Be Smart,0.0032175032175032173,7.560131191811809e-06,0.0006365200108828156
RWhiteGoose,0.008365508365508366,0.0,0.0006363903505260369
Highlight Heaven,0.018018018018018018,8.86075603442911e-05,0.0006345349557614592
Morgan Adams,0.055984555984555984,0.0003397728075804735,0.0006326609112955546
shakiraVEVO,0.08365508365508366,8.761202400703464e-05,0.0006320013338906182
BigBoyTV,0.055984555984555984,0.000478790882532158,0.0006319658281152734
revoxy,0.0032175032175032173,2.1262868976970714e-05,0.0006319262457615497
Quinton Reviews,0.04568854568854569,1.0799105910164552e-05,0.0006293357956927116
PBS Space Time,0.0032175032175032173,1.6323010527775496e-05,0.0006276917660551375
Calpurnia,0.08494208494208494,0.0005877127969169664,0.0006268508771732913
JackWhiteVEVO,0.10617760617760617,0.0002809696012767207,0.0006241299984429731
Lionsgate Movies,0.014157014157014156,3.2216468146925324e-07,0.0006227989766893441
Lele Pons,0.019305019305019305,0.0006073964827764212,0.0006203557169882609
The Dodo,0.007722007722007722,0.0010025716947100326,0.0006199167651152529
Mesa Sean,0.0148005148005148,0.0012467619759099408,0.0006183226217554278
The 2x Family,0.023809523809523808,4.0252559530554024e-05,0.0006179268801626425
Official Jeremy Corbyn Channel,0.02574002574002574,0.0012892319792845405,0.000617706996281959
StingVEVO,0.07786357786357787,4.2242205313834e-05,0.0006167819834509935
Cinemassacre,0.016087516087516088,0.00618985034683318,0.0006154389663090827
St Wilfrid's Catholic School,0.02252252252252252,4.662301185160168e-06,0.0006153509752422889
Kevin Smith,0.02252252252252252,4.662301185160168e-06,0.0006153509752422889
SORTEDfood,0.017374517374517374,3.3008072792821195e-05,0.0006136184817384369
Warner Music,0.08108108108108107,0.0003240176119775004,0.0006132056787738235
ImagineDragonsVEVO,0.09523809523809523,0.00017880374796643364,0.0006122130784592742
mmschocolate,0.04826254826254826,4.180596598647415e-06,0.0006114959472012196
Mashable Daily,0.0019305019305019305,6.443293629385065e-06,0.0006112236788473821
Kanye West,0.008365508365508366,0.00014336606352230883,0.0006101487822756401
Pro Wrestling Sheet,0.01287001287001287,0.0,0.0006095078556065694
mikehill.design,0.028314028314028312,0.0002743926510908279,0.000609269139137002
Dash Star,0.014157014157014156,0.00033996269637500407,0.0006091188888493682
PlayNSkillzVEVO,0.09845559845559845,2.9643355161666157e-05,0.0006080168390534524
DemiLovatoVEVO,0.07915057915057915,3.78480047375467e-05,0.0006080102668729466
Hayley Kiyoko,0.11003861003861004,0.007781607662955195,0.0006062295733609018
Steve Topple,0.027027027027027025,3.2825466318245258e-06,0.0006055359004688146
Top Dawg Entertainment,0.1081081081081081,0.0002682949096920812,0.0006053239765517996
Star Wars Memes,0.018018018018018018,0.0,0.0006041051447229768
The Voidz,0.02767052767052767,0.00011694277836767026,0.0006039888093541221
EC Henry,0.002574002574002574,6.443293629385065e-06,0.0006037306288269875
Sofia Reyes,0.07915057915057915,6.416670868379808e-05,0.0006037084092251423
KatyPerryVEVO,0.07786357786357787,3.4653229678986275e-06,0.0006004711385018579
ABC News,0.005148005148005148,0.0,0.0005999304847025493
Quicken Loans,0.002574002574002574,1.288658725877013e-06,0.0005987868001923449
SabrinaCarpenterVEVO,0.08558558558558559,0.00011728310082756586,0.000598267674130672
Stefan Molyneux,0.009009009009009009,0.00018434706282242577,0.0005971778618308954
R Λ Z Ξ R,0.013513513513513513,2.2981080611473398e-05,0.0005970352065113947
JamesBlakeVEVO,0.08236808236808237,2.367504283075715e-05,0.0005970088476617006
Easy Allies,0.011583011583011582,0.001597729067559892,0.0005962782350074629
unnilunium,0.021879021879021878,0.01737082776273192,0.0005961291104411121
Cracked,0.021235521235521235,0.0006080969625816229,0.0005947960945062088
Cosmopolitan.com,0.0148005148005148,3.651199723318203e-06,0.0005944553132202925
AzealiaBanksVEVO,0.08494208494208494,3.1002550812435904e-05,0.0005943391275841414
CBBC,0.05276705276705276,0.0008580096461181336,0.0005932870041333247
Fundamental Disappointment,0.05276705276705276,0.0008580096461181336,0.0005932870041333247
Pabllo Vittar,0.08429858429858429,0.0004989457219280869,0.0005914291372020165
BattlefrontUpdates,0.014157014157014156,1.3781489151740277e-06,0.0005903419964953079
DanAndPhilGAMES,0.014157014157014156,1.3781489151740277e-06,0.0005903419964953079
2ndJerma,0.014157014157014156,1.3781489151740277e-06,0.0005903419964953079
MBCentertainment,0.04182754182754183,2.910566125518976e-05,0.0005891281931264586
SYLO: Star Wars,0.05148005148005148,0.002498547159144128,0.0005873661833101743
AdelaineMorin,0.014157014157014156,5.6097429876721806e-05,0.000586424334358605
OVO Sound,0.10424710424710425,0.000526564650673188,0.000586298328347743
CatCreature,0.027027027027027025,0.00088694444556024,0.0005861641438604157
Ben Cathro,0.019305019305019305,0.0030638863553166537,0.0005861520891058386
How To Cake It,0.021235521235521235,0.0010009307778192768,0.0005861478139794064
21SavageVEVO,0.08108108108108107,7.52413109762718e-05,0.0005860738027160052
xxxtentacion,0.08108108108108107,7.52413109762718e-05,0.0005860738027160052
Beyond The Trailer,0.07271557271557272,0.000585712573220338,0.0005854086178456218
AviciiOfficialVEVO,0.07593307593307592,0.0,0.0005839345632753855
Movie Trailers Source,0.013513513513513513,8.408948194156546e-05,0.0005838758796775416
engineerguy,0.0032175032175032173,9.020611081139092e-06,0.0005823187160395175
JAYPARKOFFICIAL,0.08429858429858429,0.002049372317112693,0.0005821791351521337
Poppy,0.05405405405405405,0.0006988758464287178,0.0005811871499335088
Dua Lipa,0.10553410553410553,0.001294991454407265,0.0005805786175865266
Now You See It,0.002574002574002574,0.0,0.0005789750644165024
Sargon of Akkad,0.008365508365508366,0.003322088513352353,0.0005782410484068204
The Amazing Lucas,0.009009009009009009,0.00018434706282242577,0.0005775571560522505
Kris Wu,0.07464607464607464,0.0,0.0005772378103500784
LyricsMinajStudio,0.08815958815958816,0.0006864008125175321,0.0005771510799391404
Ami Horowitz,0.05276705276705276,0.0012159033675140604,0.0005761073155168072
Screen Team,0.05341055341055341,0.0021824736309658125,0.0005745313697624638
Aunty Donna,0.013513513513513513,1.288658725877013e-06,0.0005741560045519701
The King of Random,0.0032175032175032173,1.5206172965348751e-05,0.0005727757195334568
TheMeanKitty,0.005791505791505791,0.000540724975179627,0.0005723404959480429
EA SPORTS FIFA,0.016087516087516088,0.0009347390243503015,0.0005712408236227616
Hannah Stocking,0.01673101673101673,3.865976177631039e-06,0.0005710318484955228
IDR Labs,0.002574002574002574,0.0,0.0005708588571139964
GameXplain,0.0148005148005148,0.00762244141373176,0.0005697327536456317
BrasherN,0.01287001287001287,0.0006045627388525163,0.000568055808305548
Armin van Buuren,0.12097812097812097,0.0005443462074459362,0.0005675485267834411
BANDMAID,0.07464607464607464,5.744980504172188e-05,0.0005665710549210895
TravisScottVEVO,0.07528957528957529,0.00018923259049269693,0.0005665179762542494
Candide Thovex,0.014157014157014156,0.0011269368355454562,0.0005664433960717648
justkissmyfrog,0.025096525096525095,0.00019929709206210607,0.0005660626647716114
Luke Birch,0.05148005148005148,0.0016207392944161938,0.0005658695825048782
Comicbook.com,0.027027027027027025,0.01863791976346097,0.000564736470557613
Moses Bach,0.08494208494208494,5.1770993674698135e-05,0.0005621916320013744
John Scurek,0.08494208494208494,5.1770993674698135e-05,0.0005621916320013744
Queen Naija,0.043114543114543116,0.00023067005142544665,0.0005616592506885294
Anderson Paak,0.07464607464607464,3.620124316883834e-05,0.0005607257348878254
Lucas Lucco,0.08301158301158301,0.0003665394548917735,0.0005603448142603222
Sophie Louise,0.021235521235521235,0.0010521447326148094,0.000560189006881611
Dina Tokio,0.030244530244530242,0.008372490053522152,0.0005596783476851542
DamonAndJo,0.02252252252252252,0.009849116276935996,0.0005591555255043974
Salford City Football Club,0.01673101673101673,0.0002698504513594871,0.0005571144181034018
LogicVEVO,0.08236808236808237,0.0009029928734791279,0.0005566956364569989
William Osman,0.010296010296010296,2.706183324341727e-05,0.0005560565631009869
Sardonicast,0.064993564993565,0.004982186837422014,0.0005535703435155613
iHeartRadio,0.08751608751608751,0.00018280973783472735,0.0005535209214719359
LOL Network,0.010939510939510939,1.288658725877013e-05,0.0005528647148755372
Business Insider,0.009652509652509652,0.0,0.000550067997806883
Speak For Yourself with Cowherd and Whitlock,0.0148005148005148,0.00026812116529385544,0.0005500048869053648
BUILD Series,0.052123552123552123,0.0023197318072890557,0.0005487369488349976
samfryltd,0.047619047619047616,4.507155175784284e-05,0.0005476798053590627
Universal Pictures Canada,0.046975546975546977,6.546073067092292e-05,0.0005476667816855827
Cole and Marmalade,0.005791505791505791,0.004777877923744575,0.0005471437395593733
Gap,0.05019305019305019,0.0002569598121470107,0.0005450092431958123
HelloOctoberxo,0.023809523809523808,0.003706509467738511,0.0005445503249378885
Simon's Cat,0.005791505791505791,0.00019562323948894923,0.0005432432776565266
John Mayer,0.074002574002574,0.0001678527845024618,0.0005431230781535079
UNINTERRUPTED,0.012226512226512226,0.0017749859600146173,0.0005425146824406521
ThatcherJoe,0.014157014157014156,0.0002819227904589082,0.0005418497202157567
Philip DeFranco,0.06563706563706563,0.000618681123793703,0.0005416730312989236
Nasey Family,0.03153153153153153,0.001988513300608262,0.000541057360283829
Green Eagle,0.021879021879021878,0.0017761335156459444,0.0005394966362975177
My Brother's Keeper Alliance,0.021879021879021878,6.28871137022388e-05,0.0005391302125919886
Shawn Johnson East,0.032175032175032175,0.013704469752338232,0.0005390273181381251
Kingsley,0.05534105534105534,0.00046175132710355864,0.0005380451887327023
Carrie Underwood,0.08365508365508366,0.0003177123288111745,0.0005377984799518601
Björk,0.09459459459459459,0.0020890032522737794,0.0005369557566773722
Daisy Marquez,0.02252252252252252,0.004913133305655373,0.0005363294208788594
ET Canada,0.07078507078507078,0.0028683454917984574,0.0005362408164779563
Tyrone Magnus,0.05083655083655084,0.0005389660701620539,0.0005358872319852205
I20N3Y,0.018018018018018018,7.352491086522794e-05,0.000535844273395558
The Dishonoured Wolf,0.043114543114543116,0.0005192671387267337,0.0005356414576625726
MrBeast,0.046975546975546977,0.0,0.0005347321509416093
Bleacher Report,0.018018018018018018,0.0014647429121232127,0.0005344014210975079
WELLINGTON 51,0.027027027027027025,0.00020168549692199862,0.00053420365058264
HYPEBEAST,0.0148005148005148,7.066780092490698e-05,0.0005337880231123043
Julius Caesar,0.012226512226512226,0.000196338686013049,0.000529893201063733
YG ENTERTAINMENT,0.10875160875160875,0.0011841533007057045,0.0005296070641105067
494ta,0.018018018018018018,0.00873141978059773,0.000529066266043608
Nikocado Avocado,0.023166023166023165,0.00033735658877147594,0.0005283366456203324
Numberphile,0.0019305019305019305,0.0006275767995021053,0.000527751128549959
Lily Allen,0.1048906048906049,0.000503130746001761,0.0005275215118234771
SOPHIE,0.03346203346203346,0.03257761941011208,0.0005269627330902702
H3 Podcast,0.05855855855855856,0.0033079554615790944,0.0005269456549248571
Channel Awesome,0.03796653796653796,0.0,0.0005246778553405864
Monét X Change,0.07142857142857142,0.00014881971732264796,0.0005234507633905194
johnmayerVEVO,0.07142857142857142,0.00014881971732264796,0.0005234507633905194
Jaden Smith,0.07142857142857142,0.00014881971732264796,0.0005234507633905194
Christine and the Queens,0.07142857142857142,0.00014881971732264796,0.0005234507633905194
The National,0.09974259974259973,0.0013662056857664153,0.0005231692200777348
Nintendo Labo UK,0.014157014157014156,2.3492453121742047e-05,0.000523111047961054
Hybrid Network,0.05019305019305019,0.00015452764372122637,0.0005230450133894398
Doctor Who,0.052123552123552123,0.001518776876510761,0.0005228918540898913
SBS Entertainment,0.052123552123552123,0.001518776876510761,0.0005228918540898913
Chelsea,0.046975546975546977,0.000526402904538821,0.0005215715213090983
Vsauce,0.06628056628056628,0.0002877835432231681,0.0005208639799772669
Thijs Hearthstone,0.010939510939510939,8.121794864044887e-05,0.0005204103310211933
GenoSamuel2,0.0489060489060489,0.005433954481418419,0.0005199767165417531
Jonathan Morrison,0.009009009009009009,5.727372115008947e-07,0.0005189283706963752
Austin Evans,0.009009009009009009,5.727372115008947e-07,0.0005189283706963752
Tom Fletcher,0.06241956241956242,0.00011929693584619659,0.0005179582084940448
Just Write,0.016087516087516088,0.0005283891490478668,0.0005173485500320668
Mike Boyd,0.0694980694980695,0.00324899857915194,0.0005173032403406336
strangervideo,0.01287001287001287,2.577317451754026e-06,0.0005172070211539373
Bruno Mars,0.09588159588159588,0.0007367753331194827,0.0005156879583541975
Monster Energy Supercross,0.0148005148005148,0.0018537366653626913,0.000514363035768407
Colleen Ballinger,0.01287001287001287,0.0006585240410785438,0.000513371858779071
Best Unintentional ASMR,0.017374517374517374,0.00022836041471136544,0.0005133562692548104
KathleenLights,0.018018018018018018,5.584187812133724e-06,0.0005132380042867748
GINOBILEEEH,0.014157014157014156,0.0008007134521516874,0.0005131840115316399
JorjaSmithVEVO,0.08751608751608751,0.00024074007935415956,0.0005129212766641723
Daddy Yankee,0.08751608751608751,0.00024074007935415956,0.0005129212766641723
SeanPaulVEVO,0.07014157014157014,3.377225503388132e-05,0.000512530694638826
Suzy,0.02252252252252252,1.903415023183214e-05,0.000512209164466103
Ubisoft North America,0.012226512226512226,0.002032178127602515,0.0005080656972729797
booksandquills,0.021879021879021878,0.00019008214265847713,0.0005077164895839423
HopeAnimation,0.016087516087516088,5.85877518197452e-05,0.0005075129462636002
WalrusRider,0.039897039897039896,2.8669474169268197e-05,0.000507408323617377
Lord Buckethead,0.007078507078507078,0.0,0.0005068274664726116
Orion Pictures,0.027027027027027025,0.011288194451132107,0.0005061157061543762
zefrank1,0.010939510939510939,0.0007720278323519137,0.0005060422357158193
M.C.rush,0.06177606177606178,0.0004186584929721778,0.0005051472543826227
GameGrumps,0.011583011583011582,0.0013578582931822042,0.0005019631942221317
Happyface entertainment,0.10167310167310167,0.009873758258931225,0.0005007247876160842
SigridVEVO,0.08558558558558559,0.0003963133490951401,0.0004995861401028866
Unreal Engine,0.009009009009009009,0.001945165577173082,0.0004980834971594708
KISS FM UK,0.1023166023166023,0.0017486804987395567,0.0004967312325883389
jessiepaege,0.019305019305019305,2.4616685917394222e-06,0.0004961711764542405
Cat Lessons,0.007722007722007722,0.000686684841487442,0.0004960519274259843
adidas Football,0.014157014157014156,0.0,0.0004957674029507688
VICE,0.05083655083655084,0.00013555428192177935,0.0004954857125580251
NachoVEVO,0.07142857142857142,5.846380462166565e-05,0.0004929931577094673
GrandsonVEVO,0.09459459459459459,0.000883811587165531,0.0004928979964438179
JesseMcCartneyVEVO,0.09459459459459459,0.000883811587165531,0.0004928979964438179
Blumhouse Productions,0.040540540540540536,0.0001672769198032691,0.0004920336310223888
LemonyLink,0.010939510939510939,3.243124460123816e-05,0.0004918431222989046
TopTens,0.015444015444015444,0.0001449632891657544,0.0004905873263006545
Best F(r)iends,0.01673101673101673,0.00015648935019278132,0.0004902545543919803
random guy,0.010939510939510939,0.0003760423808457854,0.0004900474962279865
ran future,0.009009009009009009,1.1341205127878806e-05,0.0004895148134353726
Now You Know,0.009009009009009009,1.1341205127878806e-05,0.0004895148134353726
iHasCupquake,0.009009009009009009,0.0,0.0004895096948630165
Red boy,0.021879021879021878,9.464100054960789e-05,0.0004884310855018445
MabelVEVO,0.07657657657657657,0.0006565136940608305,0.00048817601408056093
Warner Música,0.07915057915057915,0.0007696271641038996,0.000487414827776487
House M.D.,0.03796653796653796,6.903518165909726e-06,0.00048555950324551643
TheWishmaster,0.025096525096525095,4.7283390444093236e-05,0.00048496829434981157
Rogue Shadow VR,0.014157014157014156,0.0004840324903796526,0.0004843896807947705
CBC News,0.009009009009009009,2.147764543128355e-06,0.0004837278549661311
Anna Akana,0.01866151866151866,0.0027670461972815223,0.00048310560263568355
The Telegraph,0.009652509652509652,3.865976177631039e-06,0.0004830988924491191
Great Interesting Funny - GIF,0.017374517374517374,5.0891355946088736e-05,0.0004821655097437245
SB-LII Commercials,0.07593307593307592,0.0005331769229516718,0.00048202842119427516
StudiocanalUK,0.017374517374517374,3.2216468146925324e-07,0.00047990764397282636
Rapid Trailer,0.017374517374517374,0.002405994939622233,0.00047974137428494386
Channel 4 News,0.011583011583011582,0.00818665144052196,0.0004792214856209811
John Lewis,0.017374517374517374,0.0,0.0004787505655375812
miad222,0.003861003861003861,3.436423269005368e-06,0.00047870803404768877
matt,0.059845559845559844,3.1401858693370214e-05,0.0004766270016281024
BeckyGVEVO,0.07142857142857142,0.0005536738588065647,0.00047662675605364305
Architectural Digest,0.0444015444015444,0.0008299025982023044,0.0004753893392435339
FATV,0.014157014157014156,0.000217738904844492,0.0004749862865151689
新日本プロレスリング株式会社,0.011583011583011582,0.0,0.00047439257897200475
EminemMusic,0.06113256113256113,0.0,0.00047438987396816295
littlemixVEVO,0.06113256113256113,0.0,0.00047438987396816295
EMPIRE,0.06113256113256113,0.0,0.00047438987396816295
MelendiOficialVEVO,0.06306306306306306,2.189452593590424e-05,0.0004739311661079192
WorldClassBullshitters,0.046975546975546977,0.00020336027552925317,0.0004724679558005429
FlumeAUS,0.08172458172458172,0.0007530524965017566,0.0004715972012452451
TrekGenius News ertainment,0.0489060489060489,4.855816758016721e-06,0.00047111644078457957
PaleWavesVEVO,0.06241956241956242,1.7198050187962185e-05,0.000470865655011769
MK Dons,0.010939510939510939,7.084690760862268e-05,0.00047007804324647093
EnduraOfficial,0.013513513513513513,0.0005050045160025284,0.00046994327640246196
YOUNG FATHERS,0.10102960102960103,0.0011174687223100268,0.00046896081775483524
Cut,0.052123552123552123,0.00014695295997268573,0.00046881488964430653
